name,sentiment,rating
Hair by Megan B.,positive,5
One Illinois Center Dental Associates,negative,1
Valet Parking Service,negative,4
Downtown Tobacco,positive,5
Warehouse Liquors,negative,5
Warehouse Liquors,positive,4
Warehouse Liquors,positive,5
Warehouse Liquors,positive,2
Warehouse Liquors,positive,5
Warehouse Liquors,positive,4
Warehouse Liquors,positive,5
Warehouse Liquors,positive,5
Warehouse Liquors,positive,5
Warehouse Liquors,positive,4
Working on Labor Day,negative,1
Colin Lyons Wedding Photography,positive,5
Colin Lyons Wedding Photography,positive,5
Colin Lyons Wedding Photography,positive,5
DSW Designer Shoe Warehouse,positive,3
Harry's Hot Dogs,negative,4
Harry's Hot Dogs,positive,3
Harry's Hot Dogs,positive,5
Harry's Hot Dogs,negative,3
Harry's Hot Dogs,positive,5
Harry's Hot Dogs,negative,4
Terzo Piano,negative,2
Terzo Piano,positive,2
Terzo Piano,negative,4
Terzo Piano,positive,2
Terzo Piano,negative,2
Terzo Piano,positive,3
Terzo Piano,positive,4
Terzo Piano,negative,5
Terzo Piano,negative,2
Terzo Piano,positive,4
Terzo Piano,positive,4
Terzo Piano,positive,3
Terzo Piano,positive,3
Terzo Piano,negative,3
Terzo Piano,positive,4
Terzo Piano,positive,4
Terzo Piano,negative,2
Terzo Piano,positive,1
Terzo Piano,positive,3
Terzo Piano,positive,3
Terzo Piano,negative,2
Terzo Piano,positive,4
Terzo Piano,positive,3
Terzo Piano,positive,2
Terzo Piano,positive,5
Terzo Piano,positive,3
Terzo Piano,positive,4
Terzo Piano,negative,3
Terzo Piano,positive,3
Terzo Piano,positive,1
Terzo Piano,positive,3
Terzo Piano,positive,5
Terzo Piano,positive,5
Terzo Piano,positive,1
Terzo Piano,positive,2
Terzo Piano,positive,3
Terzo Piano,positive,4
Terzo Piano,positive,4
Smart Resources,positive,1
Smart Resources,negative,2
Smart Resources,positive,4
Smart Resources,positive,5
Smart Resources,positive,5
Smart Resources,positive,4
Smart Resources,positive,5
Smart Resources,positive,5
Smart Resources,positive,5
Smart Resources,negative,3
Smart Resources,positive,5
Smart Resources,negative,3
Delmonico,positive,3
Delmonico,positive,3
Delmonico,negative,5
Delmonico,positive,3
Delmonico,negative,3
Delmonico,positive,5
Delmonico,positive,3
Delmonico,positive,3
Delmonico,positive,5
Macy's,positive,3
Macy's,positive,5
Macy's,negative,4
Macy's,positive,5
Macy's,negative,1
Macy's,positive,3
Macy's,positive,2
Macy's,negative,3
Macy's,positive,3
Macy's,positive,5
Macy's,negative,1
Macy's,negative,1
Macy's,negative,2
Macy's,negative,3
Macy's,positive,5
Macy's,positive,2
Macy's,negative,1
Macy's,negative,1
Macy's,negative,2
Macy's,positive,3
Macy's,positive,3
Macy's,negative,1
Macy's,negative,2
Macy's,negative,3
Macy's,positive,5
Macy's,negative,1
Macy's,positive,4
Macy's,positive,5
Macy's,positive,1
Macy's,negative,2
Macy's,negative,1
Macy's,positive,2
Macy's,positive,4
Macy's,negative,4
Macy's,positive,4
Macy's,positive,2
Macy's,positive,4
Macy's,positive,4
Macy's,positive,3
Macy's,positive,4
Macy's,positive,3
Macy's,positive,3
Macy's,positive,3
Macy's,negative,1
Macy's,negative,4
Macy's,negative,1
Macy's,positive,5
Macy's,negative,1
Macy's,negative,3
Macy's,negative,1
Macy's,positive,5
Macy's,positive,4
Macy's,positive,4
Macy's,positive,3
Macy's,positive,5
Macy's,negative,1
Macy's,positive,3
Macy's,positive,2
Macy's,positive,2
Macy's,positive,5
Macy's,negative,5
Macy's,positive,2
Macy's,positive,2
Macy's,positive,3
Macy's,positive,3
Macy's,positive,3
Macy's,negative,3
Macy's,positive,2
Macy's,negative,3
Macy's,negative,2
Macy's,positive,1
Macy's,positive,1
Macy's,positive,1
Macy's,positive,2
Macy's,positive,4
Macy's,negative,4
Macy's,negative,1
Macy's,positive,5
Macy's,negative,3
Macy's,positive,2
Macy's,negative,2
Macy's,positive,4
Macy's,negative,1
Macy's,positive,4
Macy's,positive,5
Macy's,negative,1
Macy's,negative,3
Macy's,positive,3
Macy's,negative,1
Macy's,positive,4
Macy's,negative,2
Macy's,positive,3
Macy's,positive,2
Macy's,positive,1
Macy's,positive,5
Macy's,negative,2
Macy's,positive,4
Macy's,positive,1
Macy's,positive,4
Macy's,positive,3
Macy's,negative,1
Macy's,negative,3
Macy's,positive,5
Macy's,positive,4
Macy's,positive,4
Macy's,positive,2
Macy's,negative,2
Macy's,positive,3
Macy's,positive,4
Macy's,negative,1
Macy's,negative,1
Macy's,positive,1
Macy's,positive,4
Macy's,negative,1
Macy's,negative,2
Macy's,negative,2
Macy's,negative,1
Macy's,positive,5
Macy's,positive,4
Reflections of Health Integrative Care Center,positive,3
Reflections of Health Integrative Care Center,positive,4
Reflections of Health Integrative Care Center,negative,1
Reflections of Health Integrative Care Center,positive,5
Reflections of Health Integrative Care Center,negative,1
Reflections of Health Integrative Care Center,positive,4
Reflections of Health Integrative Care Center,positive,4
Reflections of Health Integrative Care Center,positive,4
Reflections of Health Integrative Care Center,negative,3
Golden Crown Jewelers,positive,5
Rainbow Cone At the Park Grill Cafe,negative,5
In & Out Moving & Storage,negative,5
In & Out Moving & Storage,negative,5
In & Out Moving & Storage,positive,5
In & Out Moving & Storage,positive,1
In & Out Moving & Storage,negative,3
In & Out Moving & Storage,positive,5
In & Out Moving & Storage,negative,1
In & Out Moving & Storage,negative,1
In & Out Moving & Storage,positive,5
Paul Young Fine Jewelers,positive,5
Paul Young Fine Jewelers,positive,5
Paul Young Fine Jewelers,positive,5
Paul Young Fine Jewelers,positive,5
Paul Young Fine Jewelers,positive,5
Paul Young Fine Jewelers,positive,5
Paul Young Fine Jewelers,positive,1
Nuts On Clark Union Station Inc,positive,4
Nuts On Clark Union Station Inc,positive,4
Nuts On Clark Union Station Inc,positive,5
Nuts On Clark Union Station Inc,positive,4
Nuts On Clark Union Station Inc,positive,5
Nuts On Clark Union Station Inc,negative,4
Roti Mediterranean Grill,positive,3
Roti Mediterranean Grill,negative,2
Roti Mediterranean Grill,negative,3
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,3
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,negative,3
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,negative,4
Roti Mediterranean Grill,negative,3
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,5
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,3
Roti Mediterranean Grill,negative,4
Roti Mediterranean Grill,positive,4
Roti Mediterranean Grill,positive,3
Roti Mediterranean Grill,negative,4
Roti Mediterranean Grill,negative,5
Roti Mediterranean Grill,positive,5
Chipotle Mexican Grill,positive,4
Chipotle Mexican Grill,negative,3
Chipotle Mexican Grill,positive,2
Chipotle Mexican Grill,positive,5
Chipotle Mexican Grill,negative,5
Chipotle Mexican Grill,positive,4
Chipotle Mexican Grill,positive,3
Chipotle Mexican Grill,positive,2
All Tangled Up Salon and Spa,positive,5
Caribou Coffee,positive,3
Caribou Coffee,positive,4
Caribou Coffee,positive,4
Caribou Coffee,positive,3
Caribou Coffee,negative,4
Caribou Coffee,positive,4
Caribou Coffee,positive,5
Caribou Coffee,positive,5
Caribou Coffee,positive,3
Caribou Coffee,positive,3
Caribou Coffee,positive,3
Mei's Kitchen,positive,2
Mei's Kitchen,negative,2
Mei's Kitchen,negative,1
Mei's Kitchen,negative,1
Mei's Kitchen,positive,2
Mei's Kitchen,negative,2
Mei's Kitchen,positive,1
Mei's Kitchen,negative,3
Au Bon Pain,negative,1
Au Bon Pain,positive,5
Au Bon Pain,negative,2
Au Bon Pain,positive,4
Au Bon Pain,positive,4
Au Bon Pain,positive,2
Au Bon Pain,negative,2
Corner Bakery Cafe,positive,4
Corner Bakery Cafe,positive,3
Corner Bakery Cafe,positive,1
Allied Gem Appraisers,positive,5
Fannie May Candies,positive,4
Cajun Grill At Union Station,negative,3
Cajun Grill At Union Station,negative,2
Cajun Grill At Union Station,negative,3
Chicago Chapter of the Appraisal Institute,positive,5
Einstein Bros Bagels,positive,3
Einstein Bros Bagels,negative,2
Daspin & Aument Llp,negative,5
CBS 2 Chicago,negative,1
CBS 2 Chicago,negative,1
CBS 2 Chicago,positive,5
The Coffee Beanery,positive,4
Spex,positive,5
Spex,positive,3
Spex,negative,4
Spex,negative,5
Spex,positive,5
Spex,positive,4
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,4
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,negative,4
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,2
Bella Bronze Tan & Body Spa,positive,5
Bella Bronze Tan & Body Spa,positive,5
Seattle's Best Coffee,positive,4
Walgreens,negative,1
Walgreens,negative,1
Walgreens,negative,1
IPO,positive,3
IPO,negative,4
IPO,positive,2
IPO,negative,3
IPO,negative,2
IPO,positive,2
IPO,positive,4
IPO,positive,3
IPO,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,2
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,3
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,3
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,negative,2
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,negative,4
Beard Papa's Cream Puffs,negative,3
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,negative,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,3
Beard Papa's Cream Puffs,negative,3
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,4
Beard Papa's Cream Puffs,positive,5
Beard Papa's Cream Puffs,positive,4
A' Cappella Bistro,negative,3
A' Cappella Bistro,negative,1
A' Cappella Bistro,positive,1
A' Cappella Bistro,negative,1
A' Cappella Bistro,negative,1
A' Cappella Bistro,negative,4
A' Cappella Bistro,negative,1
Bar Millennium,positive,5
Bar Millennium,negative,4
Bar Millennium,positive,5
Twelfth Street Beach,positive,3
Twelfth Street Beach,negative,4
Twelfth Street Beach,negative,4
Tesori,positive,1
Tesori,positive,3
Tesori,positive,5
Dunhill Staffing Services,negative,1
Sarah's Pastries and Candies,positive,1
Sarah's Pastries and Candies,positive,4
Sarah's Pastries and Candies,positive,4
Sarah's Pastries and Candies,negative,2
Sarah's Pastries and Candies,positive,5
Sarah's Pastries and Candies,positive,3
Sarah's Pastries and Candies,negative,1
Sarah's Pastries and Candies,negative,2
Sarah's Pastries and Candies,negative,1
Sarah's Pastries and Candies,positive,3
Baldwin Kathleen Cooper MD,positive,5
Passportvisaexpress.com,negative,5
McCormick Bridgehouse and Chicago River Museum,positive,5
McCormick Bridgehouse and Chicago River Museum,positive,4
McCormick Bridgehouse and Chicago River Museum,positive,3
Chicago Architecture Foundation,negative,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,negative,3
Chicago Architecture Foundation,negative,5
Chicago Architecture Foundation,positive,4
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,4
Chicago Architecture Foundation,positive,4
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,negative,5
Chicago Architecture Foundation,positive,4
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,negative,5
Chicago Architecture Foundation,positive,4
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,5
Chicago Architecture Foundation,positive,4
Chicago Architecture Foundation,positive,5
Kozy's Cyclery,negative,1
Sunglass Hut Intl,positive,4
Sunglass Hut Intl,positive,4
Tantrum,negative,2
Tantrum,negative,3
Tantrum,positive,4
Tantrum,positive,3
Tantrum,positive,3
Tantrum,negative,3
Tantrum,positive,1
Tantrum,negative,3
Tantrum,negative,1
Tantrum,positive,3
Tantrum,negative,4
Tantrum,positive,4
Tantrum,positive,2
Tantrum,negative,3
Tantrum,positive,4
Tantrum,negative,2
Tantrum,negative,4
Tantrum,negative,4
Tantrum,positive,3
Tantrum,positive,3
Tantrum,negative,3
Chicago Blues Festival,positive,3
Chicago Blues Festival,positive,5
Chicago Blues Festival,positive,5
Chicago Blues Festival,positive,5
Ashley Stewart,negative,2
Sopraffina,negative,2
Sopraffina,positive,4
Sopraffina,positive,2
Sopraffina,positive,4
Sopraffina,negative,3
Sopraffina,positive,4
Sopraffina,positive,4
Sopraffina,positive,4
Sopraffina,negative,4
Sopraffina,positive,4
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,negative,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,5
Yelptoberfest Elite Event @ The Berghoff,positive,4
Harold Washington College,negative,3
Harold Washington College,positive,4
Harold Washington College,negative,1
Harold Washington College,negative,3
Harold Washington College,negative,4
Harold Washington College,negative,3
Harold Washington College,negative,4
Harold Washington College,negative,1
Dunkin' Donuts,positive,1
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,negative,1
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,negative,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,2
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,1
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,negative,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,negative,3
Hackney's Printers' Row,positive,1
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,4
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,2
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,negative,1
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,5
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,negative,2
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,3
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Hackney's Printers' Row,positive,4
Glass Curtain Gallery,positive,5
"Kaplan & Sklar, DDS",negative,5
"Kaplan & Sklar, DDS",negative,1
"Kaplan & Sklar, DDS",positive,4
"Kaplan & Sklar, DDS",negative,1
"Kaplan & Sklar, DDS",negative,1
Off-Track Betting-Otb,positive,5
The Original Rainbow Cone,positive,4
The Original Rainbow Cone,positive,1
The Original Rainbow Cone,positive,4
The Original Rainbow Cone,negative,5
The Original Rainbow Cone,positive,4
Brandos,positive,4
Brandos,positive,3
Brandos,negative,4
Brandos,negative,4
Brandos,negative,3
Brandos,positive,3
Brandos,positive,5
Brandos,negative,3
Brandos,positive,3
Brandos,positive,5
Brandos,negative,2
Brandos,positive,4
Brandos,positive,4
Brandos,positive,3
Brandos,positive,3
Brandos,positive,4
Brandos,positive,4
Brandos,positive,4
Brandos,positive,4
Brandos,positive,4
Brandos,positive,3
Brandos,positive,4
Brandos,positive,4
Brandos,positive,3
Brandos,positive,5
Brandos,positive,5
Brandos,positive,5
Brandos,positive,5
Brandos,positive,4
Brandos,negative,5
Brandos,positive,5
Brandos,positive,4
Brandos,negative,5
Brandos,positive,5
Brandos,positive,5
Brandos,negative,2
Brandos,negative,3
Brandos,positive,4
Brandos,positive,5
Brandos,negative,4
Patty Burger,positive,4
Patty Burger,positive,4
Patty Burger,negative,2
Patty Burger,positive,3
Patty Burger,negative,2
Patty Burger,negative,2
Patty Burger,positive,3
Patty Burger,positive,3
Patty Burger,positive,4
Patty Burger,positive,4
Patty Burger,negative,2
Patty Burger,positive,4
Patty Burger,positive,4
Patty Burger,negative,3
Patty Burger,negative,2
Patty Burger,negative,4
Patty Burger,negative,1
Patty Burger,positive,2
Patty Burger,negative,2
Patty Burger,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,3
Custom House Tavern,positive,4
Custom House Tavern,negative,3
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,3
Custom House Tavern,positive,4
Custom House Tavern,negative,4
Custom House Tavern,negative,4
Custom House Tavern,positive,5
Custom House Tavern,negative,4
Custom House Tavern,positive,3
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,negative,3
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,negative,4
Custom House Tavern,positive,4
Custom House Tavern,positive,2
Custom House Tavern,positive,3
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,negative,3
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,negative,4
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,negative,5
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,negative,2
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,3
Custom House Tavern,positive,4
Custom House Tavern,positive,1
Custom House Tavern,positive,5
Custom House Tavern,negative,3
Custom House Tavern,positive,3
Custom House Tavern,negative,3
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,3
Custom House Tavern,negative,3
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,2
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,1
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,negative,4
Custom House Tavern,positive,5
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,negative,5
Custom House Tavern,positive,5
Custom House Tavern,negative,1
Custom House Tavern,positive,4
Custom House Tavern,negative,3
Custom House Tavern,positive,5
Custom House Tavern,positive,3
Custom House Tavern,positive,2
Custom House Tavern,positive,4
Custom House Tavern,positive,5
Custom House Tavern,positive,5
Custom House Tavern,negative,3
Custom House Tavern,positive,3
Custom House Tavern,positive,4
Custom House Tavern,positive,3
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,5
NYC Bagel Deli,negative,2
NYC Bagel Deli,negative,1
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,2
NYC Bagel Deli,positive,4
NYC Bagel Deli,negative,4
NYC Bagel Deli,positive,5
NYC Bagel Deli,negative,4
NYC Bagel Deli,negative,5
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,4
NYC Bagel Deli,negative,4
NYC Bagel Deli,negative,4
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,4
NYC Bagel Deli,positive,5
NYC Bagel Deli,positive,2
Au Bon Pain,negative,2
Au Bon Pain,positive,4
Au Bon Pain,negative,1
CVS,negative,2
Spa Cafe,positive,2
Spa Cafe,positive,5
Spa Cafe,negative,2
Spa Cafe,positive,4
Spa Cafe,negative,3
Spa Cafe,positive,4
Spa Cafe,negative,4
Spa Cafe,positive,3
Spa Cafe,positive,5
Spa Cafe,positive,5
Spa Cafe,positive,4
Spa Cafe,negative,4
Spa Cafe,negative,1
Spa Cafe,positive,4
Spa Cafe,positive,3
Spa Cafe,negative,3
Spa Cafe,positive,3
Spa Cafe,positive,5
Spa Cafe,negative,2
Spa Cafe,negative,5
Spa Cafe,negative,3
Spa Cafe,negative,4
Spa Cafe,positive,4
Spa Cafe,positive,4
Spa Cafe,positive,5
Spa Cafe,positive,4
Payless Shoesource,positive,4
Payless Shoesource,positive,3
The Grille on State,negative,2
The Grille on State,negative,1
Associated Allergists & Asthma Specialists Ltd,negative,3
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,negative,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
Yelp Rises To The Top Elite Event @ Phoenix Lounge,positive,5
